quote_timestamp,Lambda14,Lambda13,Lambda12,Lambda11,Lambda10,Lambda9,Lambda8,Lambda7,Lambda6,Lambda5,Lambda4,Lambda3,Lambda2,Lambda1,OPEN,LOW,HIGH,CLOSE,L,Lambda,Lambda_hat,f,S,f_mean,f_stdev
2025-04-09,-0.02386203971408198,0.02814450951325463,0.02419698720612307,-0.020065779326201186,-0.021708138777492673,0.013083787310153137,0.021538766565477305,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,181.95,180.74,201.08,200.16,0.07186612860442469,0.05410136333166897,-0.015459578,0.6422098673718498,0.2536132061019707,0.4453019810481395,0.2160588240214918
2025-04-10,0.02814450951325463,0.02419698720612307,-0.020065779326201186,-0.021708138777492673,0.013083787310153137,0.021538766565477305,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,195.72,195.1,203.35,200.02,-0.0006996851702307232,-0.07256581377465542,-0.055084717,1.1812032156845655,1e-06,0.5162901896192241,0.2789166792043499
2025-04-11,0.02419698720612307,-0.020065779326201186,-0.021708138777492673,0.013083787310153137,0.021538766565477305,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,207.88,207.0,217.77,216.38,0.0786187597110574,0.07931844488128813,0.0069014044,0.6166257943454116,0.6698695028342623,0.524753054092172,0.2801186576764115
2025-04-14,-0.020065779326201186,-0.021708138777492673,0.013083787310153137,0.021538766565477305,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,0.07931844488128813,216.99,212.83,221.16,219.81,0.01572741558055506,-0.06289134413050235,-0.049551953,0.8289928561487201,1e-06,0.5360931617838941,0.28951704630923475
2025-04-15,-0.021708138777492673,0.013083787310153137,0.021538766565477305,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,0.07931844488128813,-0.06289134413050235,218.5,217.18,220.95,217.7,-0.009645568599480247,-0.025372984180035307,-0.0009084543,0.41687455592334377,1e-06,0.5551782540063679,0.2702509742981232
2025-04-16,0.013083787310153137,0.021538766565477305,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,0.07931844488128813,-0.06289134413050235,-0.025372984180035307,216.0,213.51,218.38,215.35,-0.0108533567403819,-0.0012077881409016528,0.018069811,0.14387071368070276,1e-06,0.5239813660174849,0.2914636094958639
2025-04-17,0.021538766565477305,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,0.07931844488128813,-0.06289134413050235,-0.025372984180035307,-0.0012077881409016528,214.95,213.0,220.1,219.05,0.017035402759788203,0.027888759500170102,0.007634732,0.637419068597028,0.5924835802283925,0.5557289371361274,0.27645296293801364
2025-04-21,-0.021236920914533837,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,0.07931844488128813,-0.06289134413050235,-0.025372984180035307,-0.0012077881409016528,0.027888759500170102,216.25,215.2,220.4,217.85,-0.005493261696456228,-0.02252866445624443,-0.013426169,0.4364307021733984,0.7082233044291153,0.5276868925884051,0.26632492791214796
2025-04-22,-0.007865814219629785,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,0.07931844488128813,-0.06289134413050235,-0.025372984180035307,-0.0012077881409016528,0.027888759500170102,-0.02252866445624443,214.76,211.27,219.51,216.64,-0.005569762839540811,-7.65011430845829e-05,-0.008823894,0.5278721056278721,1.3284854088880893,0.5525348502468183,0.24691123048902971
2025-04-23,0.027400392797293713,-0.047428662996993,-0.03690490371804183,0.05792850403719796,0.029174832010786397,0.05410136333166897,-0.07256581377465542,0.07931844488128813,-0.06289134413050235,-0.025372984180035307,-0.0012077881409016528,0.027888759500170102,-0.02252866445624443,-7.65011430845829e-05,215.5,214.14,220.4,217.98,0.006166325737255654,0.011736088576796465,1.0371101e-05,0.7932333432964094,1.2446331932213588,0.5843241815297944,0.24722694773133874
