quote_timestamp,Lambda14,Lambda13,Lambda12,Lambda11,Lambda10,Lambda9,Lambda8,Lambda7,Lambda6,Lambda5,Lambda4,Lambda3,Lambda2,Lambda1,OPEN,LOW,HIGH,CLOSE,L,Lambda,Lambda_hat,f,S,f_mean,f_stdev
2024-10-11,0.01632722362496478,-0.005372355092613329,-0.006084676623436422,0.018334897408810807,-0.010731610787723804,-0.012431593676494202,-0.002365466890311028,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,141.97,141.97,143.89,143.01,0.007369230106548368,0.019969144803555862,0.016892623,0.46744871079941946,1e-06,0.611133093058706,0.24570356612021724
2024-10-14,-0.005372355092613329,-0.006084676623436422,0.018334897408810807,-0.010731610787723804,-0.012431593676494202,-0.002365466890311028,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,143.46,142.8,144.46,144.26,0.008702669190682875,0.0013334390841345072,0.0010930855,0.3435793149587143,1e-06,0.5731609910507396,0.24281782688554057
2024-10-15,-0.006084676623436422,0.018334897408810807,-0.010731610787723804,-0.012431593676494202,-0.002365466890311028,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,143.66,143.66,147.2,146.26,0.013768632767278724,0.005065963576595849,-0.00076214905,1.448064877568246,0.6238020099139958,0.5862156950283852,0.2842672448557949
2024-10-16,0.018334897408810807,-0.010731610787723804,-0.012431593676494202,-0.002365466890311028,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,146.06,144.7,146.47,145.06,-0.008238409907538559,-0.022007042674817283,-0.005130341,0.22786555912418605,1e-06,0.5407527918284274,0.2872447691769624
2024-10-17,-0.010731610787723804,-0.012431593676494202,-0.002365466890311028,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,145.05,143.66,146.1,144.09,-0.00670934559042336,0.0015290643171151988,0.0127728265,0.3815646791952234,1e-06,0.5372596160067221,0.28898120594581267
2024-10-18,-0.012431593676494202,-0.002365466890311028,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,142.73,142.73,144.69,144.18,0.0006244146315900706,0.00733376022201343,0.010720312,0.021860362387479945,1e-06,0.5088049419531339,0.31940279654765935
2024-10-21,-0.002365466890311028,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,0.00733376022201343,142.97,142.36,145.79,145.73,0.010693075569172844,0.010068660937582774,0.0016815948,0.520268882938635,0.3830390483675898,0.5155499507905338,0.3185118046596131
2024-10-22,0.01674230429604451,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,0.00733376022201343,0.010068660937582774,144.47,144.47,146.36,145.79,0.0004116355711254234,-0.01028143999804742,-0.004202639,1.2723056716819734,1e-06,0.5822108480518088,0.37191434491205383
2024-10-23,-0.025532813880756858,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,0.00733376022201343,0.010068660937582774,-0.01028143999804742,145.26,143.92,145.83,144.83,-0.006606589303965267,-0.007018224875090691,0.004850351,0.6937657653119585,1e-06,0.5891284323902982,0.37310772319279545
2024-10-24,0.031168929938891365,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,0.00733376022201343,0.010068660937582774,-0.01028143999804742,-0.007018224875090691,145.13,144.34,146.46,144.96,0.0008972014819043279,0.007503790785869595,0.011725193,1.0172011180234748,0.9902376183143704,0.6206326501736903,0.3901581739005144
2024-10-25,-0.012013154279881179,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,0.00733376022201343,0.010068660937582774,-0.01028143999804742,-0.007018224875090691,0.007503790785869595,146.19,145.03,147.42,145.27,0.002136237590123266,0.001239036108218938,0.00511974,1.187909137320509,1e-06,0.6675320919011455,0.41712714542446055
2024-10-28,0.0028638125294088742,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,0.00733376022201343,0.010068660937582774,-0.01028143999804742,-0.007018224875090691,0.007503790785869595,0.001239036108218938,145.63,142.85,146.7,144.17,-0.007600921060979644,-0.00973715865110291,0.004709254,0.10888392310553519,1e-06,0.6267030189021632,0.4429375177888885
2024-10-29,-0.0008507583612497563,-0.015804822338185063,0.019969144803555862,0.0013334390841345072,0.005065963576595849,-0.022007042674817283,0.0015290643171151988,0.00733376022201343,0.010068660937582774,-0.01028143999804742,-0.007018224875090691,0.007503790785869595,0.001239036108218938,-0.00973715865110291,144.39,143.37,146.22,145.61,0.009938655899001038,0.017539576959980683,0.012171618,0.19775189924869097,1e-06,0.6047492503335955,0.4568270781459287
