y,y_pred
-0.024481170898113837,-0.014029903
0.008173219797096044,0.033142664
-0.0012617861224308632,0.007327236
0.007693230119519012,0.025634479
0.011326909556043116,0.0054543107
-0.007353663590014302,0.0065256865
0.002038181037318067,-0.00435864
0.009205320585353713,-0.005307713
-0.02089484016864853,-0.023449795
0.021455622647466144,0.0026867136
-0.028764571853373326,-0.02178586
0.021886259452707994,0.0136524215
-0.000472605686072684,-0.019983629
-0.011645380031703623,-0.0071653584
0.01759967671572771,0.0035468454
-0.009943457728362439,-0.007825157
0.021715941755170602,-0.0015021145
-0.0706567186650776,-0.025635889
0.03735167499791216,0.052294996
0.0054242179514593595,0.003150934
-0.005004101950202476,0.0101640215
0.00975744756398068,0.009824723
-0.01307795618055899,0.008297459
0.0050770097613716675,0.009901974
-0.04933408065721748,0.016548699
0.05848500789003333,0.07686659
0.027396964124971827,0.0052601304
-0.035075510540737063,-0.024838375
0.01251676515623554,0.009194934
-0.020791550740366843,-0.0068491506
-0.008523703608511117,0.017036505
0.0193305240406378,0.025664864
-0.00905145671498132,0.017655794
0.0016114208827429956,0.015671203
0.006909281791227353,0.01692834
-0.001959688997522327,0.008992083
-0.011284111050801593,0.007925553
0.02196967790595481,0.020788811
-0.009580813611287594,-0.01129944
0.002466173989615365,0.0019706914
0.009663348959500287,-0.011139783
0.0009776678033702312,-0.018051384
-0.00844227484061492,-0.021915315
0.03247058507493715,-0.016111555
-0.02987946148139429,-0.059863884
-0.03573852432524252,-0.023902915
0.03806572717058871,0.01705367
-0.034098288186857166,-0.021034054
0.04587754231718842,0.014925994
0.09321679389121648,-0.02480961
-0.09900016273213215,-0.1322359
0.006600607181258851,-0.031694356
-0.05125217059316303,-0.036419164
0.008545228758179146,0.034678344
0.032144536551038536,0.0066022766
0.0019553025428965896,-0.0030292866
3.7487377266593944e-05,-0.027016612
-0.03399822109376214,-0.014202522
0.009121869427241506,0.0089737605
-0.0048279587375032965,0.018981129
0.015875676463226688,0.01372583
0.016099963841429223,0.009805964
-0.003187798286015394,-0.023676198
-0.016410330673751323,-0.010312042
0.013331910591668421,0.0030988688
-0.08767618810837616,0.0031518815
0.03897486195851949,0.098562635
0.05471035158804555,0.044891346
-0.014799253862085443,0.008050316
0.02757263988148611,2.5748544e-05
-0.05189104482014343,-0.0034415144
0.057509077303234,0.028724423
-0.05324500412711734,-0.03352277
-0.03982836169633042,0.022017866
0.07897545587211119,0.069894195
-0.08928599857833232,-0.018899286
0.06688730176066948,0.08315773
-0.028445664873745762,-0.007533433
0.031843448174704206,0.03336031
0.001223993895447311,-0.013641235
0.0016599409820213093,0.0037469608
0.017031633838306283,-0.015527468
0.01462592795706262,-0.03133904
-0.11012526447218718,-0.044856183
0.1319988134468246,0.06730096
-0.05796253289184909,-0.0882321
0.005426395432859991,-0.0384073
0.04134768100779592,-0.029448306
-0.04659983968331617,-0.08098686
-0.02155317721493005,-0.027154377
0.011241285922938098,-0.007751453
-0.033507300797975266,-0.010230339
0.0351183931278944,0.0018060907
0.023323207937794646,-0.01819599
0.005785559619900672,-0.046910107
-0.13566296847004827,-0.05474189
0.058389582865059166,0.07797844
0.0676157272826445,0.018517412
-0.005529225392576664,-0.020579247
0.1471799069798986,-0.049875423
-0.23533973418001425,-0.19616066
0.08201972779398514,0.02339076
0.0015815210561153238,-0.07200062
0.009065521798938892,-0.03627119
-0.0167568843740006,-0.046905432
0.013869908902692189,-0.0040794057
-0.021847220505827873,-0.0294941
0.06893523105038725,0.0022787263
-0.013829262240779329,-0.048592187
-0.020212514578875126,-0.06293937
-0.015103818999660651,-0.030111227
0.017164823182902533,-0.022725618
