y,y_pred
0.0023229639793248425,-8.225508e-06
-0.002838893308452546,-8.434128e-06
0.0024519712684154377,-8.1361e-06
-0.000258830184878855,-8.34472e-06
-0.0007736944293103288,-8.314917e-06
-0.0005157297690379353,-8.2553115e-06
0.000257765108765531,-8.225508e-06
0.00012895737118180626,-8.2553115e-06
0.002062371299191672,-8.2553115e-06
-0.0019333640101010742,-8.463931e-06
0.0006436249176296011,-8.2553115e-06
0.0005138570455654525,-8.404326e-06
-0.0011574819631950536,-8.404326e-06
0.00012852644449290815,-8.314917e-06
0.0008990908585254853,-8.314917e-06
-0.0010276173030183933,-8.404326e-06
0.0010265623896514124,-8.2553115e-06
-0.0014113998005968731,-8.404326e-06
0.00025652535585193924,-8.225508e-06
-0.00012836145760945718,-8.2553115e-06
-0.00012846032606485887,-8.2553115e-06
-0.00012860878748134077,-8.2553115e-06
0.0006422030285068436,-8.225508e-06
-1.6499955226857146e-08,-8.314917e-06
-0.0020568368634613044,-8.225508e-06
0.0030858749243539195,-8.106297e-06
-0.0010289555187021455,-8.34472e-06
-0.0007713239211480354,-8.314917e-06
0.0011570685088172269,-8.195706e-06
-0.0002572346601006003,-8.314917e-06
-6.605071920944049e-08,-8.2553115e-06
0.0011551873046935254,-8.314917e-06
-0.0007709264402297004,-8.404326e-06
-0.000897674320946538,-8.314917e-06
0.0002564431351404231,-8.225508e-06
0.00025644313514037103,-8.2553115e-06
-0.0008976743209465794,-8.2553115e-06
0.0012824623716123232,-8.225508e-06
-0.002437715693088197,-8.34472e-06
0.0020533228289712647,-8.1361e-06
-6.594898538549296e-08,-8.314917e-06
0.0019231348827931148,-8.314917e-06
-0.0016676777654905444,-8.463931e-06
-0.0007683114376285605,-8.314917e-06
0.0006401802815167077,-8.225508e-06
-0.0006401474967325709,-8.2553115e-06
0.0002560491628380563,-8.225508e-06
0.0006400000218455152,-8.225508e-06
0.0008943309274154887,-8.314917e-06
-0.001278837846184724,-8.404326e-06
-0.0008943482963373094,-8.2553115e-06
0.0012777103865221286,-8.195706e-06
-0.0006388551932610992,-8.314917e-06
-0.0006388551932610294,-8.2553115e-06
0.0016608276889539969,-8.195706e-06
-0.0005113776416078347,-8.34472e-06
-0.0007658596927398727,-8.314917e-06
-0.0008942339787679035,-8.225508e-06
0.0016605503169829987,-8.1361e-06
-0.0007665446026365745,-8.314917e-06
-0.0011508869791431848,-8.2553115e-06
0.0028127601644388203,-8.1361e-06
-0.00012956683419276566,-8.434128e-06
-0.0020427055499536244,-8.404326e-06
0.0014041766154206188,-8.225508e-06
-0.000510676325060427,-8.314917e-06
0.001657196156957778,-8.314917e-06
-0.001148145309344847,-8.434128e-06
0.0007625654588944519,-8.34472e-06
-0.0010179572127341483,-8.404326e-06
-1.453091880871944e-07,-8.2553115e-06
0.001395528440505379,-8.314917e-06
-0.0011428964690086152,-8.404326e-06
-0.0005070511786186279,-8.314917e-06
-0.0012676040016881681,-8.2553115e-06
0.0017748962582703255,-8.195706e-06
-0.0007607616350970063,-8.314917e-06
0.0020265837351224167,-8.2553115e-06
-0.0025326882808845773,-8.434128e-06
-0.00012710334570827239,-8.195706e-06
0.0015199494081775816,-8.195706e-06
-0.0015199494081775816,-8.314917e-06
0.00037977065667240144,-8.195706e-06
0.00038020404741637875,-8.225508e-06
0.0015199496276438183,-8.225508e-06
-0.001266849145401729,-8.34472e-06
0.0002529083837095577,-8.225508e-06
-0.0017715114392976422,-8.2553115e-06
0.001645321530877997,-8.076495e-06
-0.0006330155660501164,-8.225508e-06
0.000759525733259221,-8.1361e-06
0.001263806626379134,-8.225508e-06
-0.001012464291714644,-8.34472e-06
-0.00037905089578616055,-8.2553115e-06
-0.001136005098688319,-8.225508e-06
0.004538583897769091,-8.1361e-06
-0.0044104072108043174,-8.55334e-06
0.0007550810939119474,-8.195706e-06
-0.0007553979754426956,-8.2553115e-06
-3.965510372873609e-07,-8.225508e-06
0.0005038893944383072,-8.195706e-06
-0.0016400843795700728,-8.2553115e-06
0.003910280548207889,-8.106297e-06
-0.0021441642824039783,-8.463931e-06
0.0013849545808319107,-8.2553115e-06
-0.0010075723510559226,-8.404326e-06
-0.0010064317567153192,-8.314917e-06
0.0010065267255077734,-8.225508e-06
-0.0011325741385489227,-8.34472e-06
0.0020132752639835595,-8.225508e-06
-0.0005040304752890089,-8.434128e-06
0.0007524437733597075,-8.34472e-06
-0.0008795144083225453,-8.434128e-06
0.0006258987677410495,-8.314917e-06
-0.003258491820398171,-8.434128e-06
-4.0301777188478036e-06,-8.106297e-06
0.0018838152061239923,-8.106297e-06
